ID,Reference,Hypothesis,Reconstructed
test/tiSiSM3pk5M/00010,you'll never walk again,you'll never walk again,You'll Never Walk Again
test/rZCxdbqMc2Q/00001,i will be back,i will be back,I Will Be Back
test/CDsNZJTWw0w/00001,i have resources,i have a question,I Have a Question
test/M6TMSQWI9m4/00001,i'm in tucson,that was her son,That was her son
test/tiSiSM3pk5M/00009,you've broken your back,you've broken your back,You've Broken Your Back
test/IWdzrZdRa38/00006,they don't trust the law,they got friends along,They got friends along
test/VSLurJfOSiA/00002,you were born to,who were born too,Who Were Born Too
test/OwgWkUIm9Gc/00005,the engine fails,cashing in,Cashing in
test/akiQuyhXR8o/00002,i'm not short,i'm not sure,I'm not sure
test/eVFYhbHpfqU/00008,no not how much,okay very much,O k Very much
test/XBJQENjZJaA/00002,how is that possible,thank you very much,Thank You Very Much
test/CgNx9Bgac1I/00002,so i went to my doctor,so i wanted to be a doctor,So I wanted to be a doctor
test/psN1DORYYV0/00014,i study shame,it's like a shame,It's Like a Shame
test/eVFYhbHpfqU/00007,and that's powerful,it is powerful,It is powerful
test/VAJS5J21Rd0/00008,how old are you,how old are you,How old are you
test/k2hQL9Zrokk/00001,take my child,that's my job,That's My Job
test/5b5BDoddOLA/00001,so that was easy,so that was easy,So That Was Easy
test/wGMLhaa98GI/00001,i can hardly wait,i call it one,I Call It One
test/YzGjO5aHShQ/00005,and does it matter,it doesn't matter,It Doesn't Matter
test/SFnMTHhKdkw/00005,i'm so sorry,i'm so sorry,I'm Sorry
test/IWdzrZdRa38/00012,it's not true,it's not true,It's Not True
test/GAMR5RDSLJo/00009,i love red wine,i love red wine,Isle of Red Wine
test/OzA6jRYjVQs/00004,the net outcome,the net outcome,The Net Outcome
test/m6X1i8khmt8/00004,but i found one,but i found one,But I found one
test/VfAiNX7jn9A/00012,thank you very much,thank you very much,Thank You Very Much
test/NqOjj1FCcVY/00004,it's just a wall,it's just a wall,It's Just a Wall
test/SS8TSf2srSw/00008,she was doing okay,you want to do it or not,You Want to Do It or Not
test/4Q2aznfmcYU/00002,of course they would,of course they would,Of course they would
test/LHHlPnfOtRo/00001,well that's exciting,that's exciting,That Sixty Eighting
test/HdwOlk6HIVc/00004,surely we know enough,surely we're going off,Surely we're going off
test/nCg2NcGYu34/00009,please look at me,you can see me,You Can See Me
test/1L6lSFiV4xo/00003,i do like magic,i do like magic,I Do Like Magic
test/w1R4F9sSoow/00006,we all want to,we all want to,We All Want to
test/xTkKSJSqUSI/00027,life is great,life is great,Life Is Great
test/Sbm98rrVZzE/00001,but i need your help,but i need your help,But I need your help
test/mSHBma0Ithk/00001,they want to get out,they want it now,They Want It Now
test/0gks6ceq4eQ/00013,i know i have,i know i have,I know I have
test/uL5XUwfkxZw/00004,tell me about that,how about that,How About That
test/AsSd2nmoKNA/00003,who wrote that,who wrote that,Who wrote that
test/MIAS1xQc7x8/00002,we can do it again,we can do it again,We Can Do It Again
test/JTN9Nx8VYtk/00002,i don't have an answer,and they have this,And they have this
test/s0YjL9rZyR0/00008,but it's different,be given,B given
test/OzA6jRYjVQs/00001,it's about people,it's about people,It's About People
test/bS6SiVz1R0o/00002,you just move away,you just move away,You Just Move Away
test/bS6SiVz1R0o/00003,you're more cautious,you're more conscious,You're More Confused
test/kEKzl6fub2w/00003,this is your chance,this is your chance,This Is Your Chance
test/Sew0bn8mGAA/00006,do they have aids,can have a house,Can Have a House
test/UMhLBPPtlrY/00002,she got unlucky,a,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
test/3A1LvXRnpVg/00001,give me input,have made up,Have Made Up
test/psN1DORYYV0/00017,your wife left you,life left you,Life left you
test/DOgsYATbVSs/00001,but here's the thing,but here's the thing,But here's the thing
test/jPf0LjZAS14/00004,how should we live,how should we live,How Should We Live
test/RE4ce4mexrU/00005,he's five years old,it's after school,It's After School
test/18uDutylDa4/00011,you want to work for him,want to work for him,Want to work for him
test/fxbCHn6gE3U/00001,i'm the opposite,i'm the opposite,I'm the opposite
test/AsSd2nmoKNA/00004,i'll meet you there,i'll be too far,I'll Be Too Far
test/vGX3FASrQq4/00001,thank you very much,thank you very much,Thank You Very Much
test/aupPrDnhrKA/00002,i'll let you continue,i'd like you to consider,I'd like you to consider
test/DDaldVHUedI/00003,things were going well,they could work on a project,They could work on a project
test/VsjTVGIw4z8/00008,we don't have enough money,we love them but,We Love Them But
test/XESFPEFpHt4/00007,the whole internet,totally changed,Totally Changed
test/UZmXwOgNq7c/00005,talk to farmers,social media,Social media
test/oDNgnrtSD8w/00001,come on man,name your man,Name Your Man
test/XESFPEFpHt4/00001,where would it go,where will it go,Where Will It Go
test/n3kNlFMXslo/00005,so how do we do that,so how do we do that,So how do we do that
test/TGZMSmcuiXM/00003,how does that work,how does that work,How Does That Work
test/KvvjDOtS2sw/00010,and i cried,and i cried,And I cried
test/t7Xr3AsBEK4/00005,so what do we do,so what do we do,So What Do We Do
test/18uDutylDa4/00007,what do you mean,so what do you mean,So What Do You Mean
test/M5PiTCwoQRo/00001,well not so fast,yes it matters,Yes It Matters
test/iPE2SiCCo0w/00015,i tried everything,that's not everything,That's Not Everything
test/Fivy99RtMfM/00002,that's awful right,let's go for it,Let's Go for It
test/nASJ0510Pxs/00003,thanks very much,thank you very much,Thank You Very Much
test/18uDutylDa4/00010,he's a great guy,it's a great kind,It's a great kind
test/PhVP1tNeGyY/00001,how cool is that,now of course that,Now of course that
test/ka8L1YMR88U/00001,that didn't happen to me,that didn't happen to me,That didn't happen to me
test/s0YjL9rZyR0/00004,it is wrong,is wrong,Israeli
test/Rw9s0ivfn3w/00001,because we can,because we can,Because We Can
test/SsqlpgMKjyU/00002,i didn't talk to them,i did talk to them,I did talk to them
test/GAMR5RDSLJo/00016,so let's start there,so this is not that,so this is not that
test/mxNpNuogqsY/00004,so i was jealous,so i was jealous,So I was jealous
test/XFnGhrCS3Gs/00006,it would start,it was dark,It was dark
test/c0KYU2j0TM4/00002,thank you very much,thank you very much,Thank You Very Much
test/SsqlpgMKjyU/00003,go pick up the keys,you pick up the kids,U Pikachu the Kids
test/psN1DORYYV0/00018,i made a mistake,i made a mistake,I Made a Mistake
test/OM6XIICmSqo/00001,who's at the event,you'd get the effect,You'd Get the Effect
test/ddxHlkIuHqg/00001,i'm a doctor,i'm a doctor,I May Doctor
test/aSavBsX60Ss/00001,and it doesn't,and it doesn't,And It Doesn't
test/d6NKdnZvdoo/00002,just think about it,just let me in,Just Let Me In
test/JP0w9lZoLwU/00002,thank you very much,thank you very much,Thank You Very Much
test/J8FyHI00ELY/00005,they get scared to move,they get scared,They Get Scared
test/ClfBxWPkBKU/00009,thank you very much,thank you very much,Thank You Very Much
test/GAMR5RDSLJo/00018,i made more money,i made more money,I Made Money
test/QuIS7J59SYw/00001,that's my question,that's my question,That's My Question
test/uL5XUwfkxZw/00006,and that's all,and that's all,And that's all
test/FmpIMt95ndU/00004,thanks for asking,that's tragic,That's Strange
test/Bs86giWcjLA/00001,and you know what,and you know what,And You Know What
test/TUxwiVFgghE/00001,how much they do,how many do you know,How many do you know
test/VSLurJfOSiA/00005,that's what we do,that's what we do,That's What We Do
test/kwYxHPXIaao/00001,well not yet,we are not yet,We Are Not Yet
test/HSercnrqeN4/00002,i don't know about you,i don't know what,I Don't Know What
test/6OaIdwUdSxE/00003,make me laugh,make me laugh,Make Me Laugh
test/ka8L1YMR88U/00005,make it go away,make it all quick,Make It All Quik
test/XESFPEFpHt4/00005,who would i meet,who would i meet,Who Would I Meet
test/0Fi83BHQsMA/00006,we'd love to help,we love to help,Wheel of to help
test/O0JDDyqtSVY/00002,but you know what,but you know what,But You Know What
test/XESFPEFpHt4/00008,is it heavy,is it heavy,Is It Heavy
test/VsjTVGIw4z8/00003,and we all know this,we all use,We All Use
test/IS4IK8CiLg8/00001,what is that,and,and
test/jcp5vvxtEaU/00004,there's no more of it,there's no more of it,There's No More of It
test/Bs86giWcjLA/00002,they were right,it was like,It was like
test/XFnGhrCS3Gs/00007,it would stop,it was the same,It was the same
test/c64M1tZyWPM/00001,so why is it,and so why is it,and so why is it
test/1bnzVjOJ6NM/00011,women are worth it,women are worth it,Women Are Worth It
test/66koScWSHBU/00006,thank you very much,thank you very much,Thank You Very Much
test/7OMLSs8t1ng/00001,i do understand it,i do understand it,I do understand it
test/SE97Kgi0sR4/00001,think about that,think about that,Think About That
test/eVFYhbHpfqU/00011,it goes wrong,goes wrong,Goes Wrong
test/AMVgX8cXsHA/00002,and that's bad,don't be,Don't Be
test/lrSmXnUoUXM/00002,well guess what,well guess what,Well guess what
test/zL2FOrx41N0/00001,how does it happen,how does it happen,How does it happen
test/66koScWSHBU/00003,they won the game,they went to camp,They went to camp
test/IWdzrZdRa38/00005,had no idea,it's your idea,It's Your Idea
test/c0KYU2j0TM4/00001,that is great,that is ok,That is OK
test/hiIcwt88o94/00005,i want to go,now we know,Now we know
test/O0JDDyqtSVY/00001,but you know what,you know what,You Know What
test/7OMLSs8t1ng/00013,let's have that,let's have that,LET'S HAVE THAT
test/ka8L1YMR88U/00006,make it go away,meaningful,Meaningful
test/pnv5iKB2hl4/00001,i don't care,i don't care,I Don't Care
test/HSercnrqeN4/00004,and guess what,and guess what,and guess what
test/qsJYrwzfd6w/00005,and then guess what,and i guess what,And I guess what
test/6wNif5SlN08/00005,i didn't want to,i didn't want to,I Didn't Want to
test/iPE2SiCCo0w/00023,i know nothing,you just said,You just said
test/mxNpNuogqsY/00005,i know i didn't,had no idea,Had no idea
test/87AEeLpodnE/00004,has it gotten better,it's gotten better,It's Gotten Better
test/6ra1MIKlYB0/00002,how are you,how are you,How Are You
test/XESFPEFpHt4/00004,could i go there,did i know that,Did I know that
test/6wNif5SlN08/00013,life is good,in the dark,In the Dark
test/ka8L1YMR88U/00004,make it go away,i can quit,I Can Quit
test/4AYE3w5TWHs/00006,you can try it,you just try it,You Just Try It
test/5riPKdpuoiI/00002,did you find the gold,that's fun and cool,That's Fun and Cool
test/Sew0bn8mGAA/00004,what do they have,what do they have,What do they have
test/7OMLSs8t1ng/00012,what about polio,what's my purpose,What's My Purpose
test/GAMR5RDSLJo/00005,lots of money,lots of money,Lots of Money
test/Zd71719SG8Y/00001,thank you very much,thank you very much,Thank You Very Much
test/GAMR5RDSLJo/00019,this is great,this is great,This Is Great
test/Gmai4zkKNcM/00004,you're in there,going,Going
test/psN1DORYYV0/00013,what do you do,what do you do,What Do You Do Do
test/jtVIDBs60S8/00005,raise your hands,one sheet,One sheet
test/oYp5XuGYqqY/00002,we were wrong,we were wrong,WE WERE WRONG
test/psN1DORYYV0/00004,she said yeah,she said yes,She said yes
test/ooAIIeo4AJQ/00003,thank you very much,thank you,Thank you
test/IWdzrZdRa38/00004,the board of ed,we improve it,We Improve It
test/7OMLSs8t1ng/00007,i don't know,i don't know,I Don't Know
test/ta2Wvy9FSgA/00001,that's pretty cool,because,Because
test/SWvJxasiSZ8/00005,i don't know,i don't know,I Don't Know
test/DOgsYATbVSs/00004,i don't know,i don't know,I Don't Know
test/nG3vB2CuSjM/00001,not right now,okay,Okinawa
